"boundary1_average","boundary1_maximum","boundary1_minimum","boundary1_stddev","boundary2_average","boundary2_maximum","boundary2_minimum","boundary2_stddev","boundary3_average","boundary3_maximum","boundary3_minimum","boundary3_stddev","neiSolid_average","neiSolid_maximum","neiSolid_minimum","neiSolid_stddev","rho_average","rho_maximum","rho_minimum","rho_stddev","sdf_average","sdf_maximum","sdf_minimum","sdf_stddev","solid_average","solid_maximum","solid_minimum","solid_stddev","tauSGS_average","tauSGS_maximum","tauSGS_minimum","tauSGS_stddev","u_average","u_maximum","u_minimum","u_stddev","v_average","v_maximum","v_minimum","v_stddev","w_average","w_maximum","w_minimum","w_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,21,0.0125,1.5
0,0,0,0,0.54267,0.54267,0.54267,1.8371e-08,0,0,0,0,0,0,0,0,0.99844,1,0.9867,0.0011948,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.1942e-05,0.00058809,0,6.2891e-05,0.013062,0.43091,-0.10879,0.046666,7.8635e-07,0.015155,-0.015529,0.0032356,0.00051665,0.061983,-0.05311,0.015105,1,0.016528,21,0.029028,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98676,0.0011886,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.5594e-05,0.00023718,0,3.3489e-05,0.018028,0.59305,-0.16623,0.065464,1.3904e-05,0.027882,-0.029572,0.00603,0.00071374,0.094739,-0.088175,0.023403,1,0.033056,21,0.045556,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98669,0.0011955,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.3926e-05,0.00025501,0,3.3637e-05,0.017075,0.57467,-0.20037,0.067732,0.00019267,0.044369,-0.058865,0.010605,0.00034496,0.11263,-0.15628,0.031675,1,0.049583,21,0.062083,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98661,0.001203,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.2238e-05,0.00025807,0,3.2663e-05,0.015934,0.55529,-0.22887,0.069642,0.00039379,0.059577,-0.086893,0.015006,-5.2302e-05,0.12752,-0.2149,0.039008,1,0.066111,21,0.078611,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.9865,0.0012136,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.046e-05,0.00018903,0,2.6202e-05,0.013869,0.53098,-0.22983,0.069801,0.00070422,0.068534,-0.10874,0.018553,-0.00058877,0.12774,-0.22712,0.041759,1,0.082639,21,0.095139,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98642,0.0012215,303.21,303.21,303.21,5.8254e-05,0,0,0,0,2.9864e-05,0.00015276,0,2.3388e-05,0.011795,0.51539,-0.22531,0.07018,0.00090742,0.074006,-0.1325,0.021934,-0.0010321,0.12287,-0.21779,0.04279,1,0.099167,21,0.11167,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98639,0.0012242,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.1613e-05,0.00018146,0,2.7802e-05,0.0097025,0.5171,-0.20993,0.070995,0.00089809,0.072567,-0.16005,0.024988,-0.0012906,0.10793,-0.16572,0.040412,1,0.11569,21,0.12819,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98633,0.0012302,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.2816e-05,0.0001998,0,3.0699e-05,0.0076463,0.52926,-0.19732,0.072661,0.00078482,0.070369,-0.18991,0.028146,-0.0015837,0.099924,-0.13541,0.038785,1,0.13222,21,0.14472,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98623,0.0012398,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.3472e-05,0.0002078,0,3.2083e-05,0.0056263,0.55183,-0.18747,0.075176,0.00056792,0.067413,-0.22208,0.031409,-0.0019112,0.098837,-0.12679,0.037905,1,0.14875,21,0.16125,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98612,0.0012501,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.3554e-05,0.0001912,0,3.0967e-05,0.0036071,0.55645,-0.17911,0.076512,0.0004513,0.071875,-0.25014,0.034382,-0.0022571,0.099441,-0.12362,0.037922,1,0.16528,21,0.17778,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98601,0.0012607,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.3347e-05,0.00016226,0,2.86e-05,0.0015882,0.55209,-0.1715,0.077257,0.00038493,0.080055,-0.27616,0.037211,-0.0026121,0.10089,-0.12317,0.03839,1,0.18181,21,0.19431,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98589,0.0012727,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.4442e-05,0.00020706,0,3.1165e-05,-0.0005864,0.53085,-0.16454,0.076469,0.00044929,0.088076,-0.30464,0.040165,-0.002825,0.097761,-0.1284,0.038803,1,0.19833,21,0.21083,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98576,0.0012849,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.5802e-05,0.00026681,0,3.4728e-05,-0.0027925,0.50619,-0.15771,0.075371,0.00054013,0.096064,-0.33363,0.043145,-0.0030092,0.0937,-0.13478,0.039205,1,0.21486,21,0.22736,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98553,0.001308,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.66e-05,0.00030334,0,3.7187e-05,-0.0050861,0.50041,-0.1651,0.075226,0.00080646,0.10165,-0.35868,0.045756,-0.0029267,0.088115,-0.13712,0.039901,1,0.23139,21,0.24389,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98528,0.0013325,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.7292e-05,0.0003325,0,3.9091e-05,-0.0074222,0.4916,-0.17256,0.074909,0.0010838,0.10632,-0.38351,0.04832,-0.0028185,0.082845,-0.13992,0.040667,1,0.24792,21,0.26042,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.98496,0.0013637,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.7438e-05,0.00032404,0,3.8151e-05,-0.0099755,0.46696,-0.18018,0.073697,0.0014148,0.10629,-0.40726,0.05065,-0.0025811,0.079219,-0.1451,0.041788,1,0.26444,21,0.27694,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.98463,0.0013959,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.8002e-05,0.00032763,0,3.8358e-05,-0.012495,0.43596,-0.18699,0.072194,0.0017629,0.10407,-0.43125,0.052957,-0.0024387,0.076312,-0.14951,0.042915,1,0.28097,21,0.29347,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.98428,0.0014302,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.9424e-05,0.00035594,0,4.0915e-05,-0.014944,0.39194,-0.19211,0.070096,0.0021458,0.097399,-0.45571,0.05522,-0.0024909,0.074878,-0.15237,0.044054,1,0.2975,21,0.31,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98397,0.0014605,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0663e-05,0.00036195,0,4.1874e-05,-0.017268,0.34097,-0.19466,0.067888,0.0026075,0.092876,-0.47937,0.057489,-0.0026159,0.073294,-0.15994,0.04506,1,0.31403,21,0.32653,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.9837,0.0014869,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.1713e-05,0.00034505,0,4.1191e-05,-0.019464,0.28287,-0.19457,0.065567,0.0031501,0.090561,-0.5022,0.059765,-0.0028156,0.071554,-0.17235,0.04593,1,0.33056,21,0.34306,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98351,0.0015054,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.2015e-05,0.00033922,0,4.0528e-05,-0.021509,0.21551,-0.1918,0.063553,0.0037518,0.089152,-0.52373,0.062116,-0.002687,0.076079,-0.18077,0.046752,1,0.34708,21,0.35958,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98336,0.0015196,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.1929e-05,0.00033913,0,3.9877e-05,-0.023475,0.14336,-0.18763,0.061699,0.0043842,0.088211,-0.5446,0.064504,-0.0023882,0.08385,-0.18714,0.047548,1,0.36361,21,0.37611,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98331,0.0015242,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.1269e-05,0.00034002,0,3.9073e-05,-0.025093,0.12037,-0.18285,0.060851,0.0049366,0.096408,-0.5611,0.066552,-0.001635,0.088744,-0.18665,0.048318,1,0.38014,21,0.39264,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99839,1,0.98329,0.0015268,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0488e-05,0.00034113,0,3.8236e-05,-0.026636,0.10787,-0.17794,0.060218,0.0054721,0.10656,-0.57667,0.068528,-0.00078484,0.093025,-0.18471,0.049082,1,0.39667,21,0.40917,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98336,0.0015195,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0051e-05,0.00034825,0,3.8656e-05,-0.027832,0.11287,-0.175,0.060783,0.0058383,0.1144,-0.58989,0.070061,4.4981e-05,0.10081,-0.18049,0.049638,1,0.41319,21,0.42569,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98346,0.0015104,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.9717e-05,0.0003548,0,3.9161e-05,-0.028996,0.1188,-0.1749,0.061509,0.0062032,0.1214,-0.60341,0.071582,0.00082213,0.10753,-0.17649,0.050152,1,0.42972,21,0.44222,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98365,0.0014919,303.21,303.21,303.21,5.8254e-05,0,0,0,0,3.992e-05,0.00035788,0,4.0067e-05,-0.03001,0.12879,-0.19018,0.063042,0.006571,0.12389,-0.61878,0.073058,0.0013133,0.10826,-0.17375,0.050447,1,0.44625,21,0.45875,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98388,0.0014687,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0238e-05,0.00035906,0,4.0812e-05,-0.031004,0.13885,-0.2154,0.064766,0.0070251,0.12564,-0.63401,0.074526,0.0017147,0.10819,-0.17127,0.05069,1,0.46278,21,0.47528,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9984,1,0.98422,0.0014358,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.0801e-05,0.00035623,0,4.1218e-05,-0.031956,0.14905,-0.2617,0.066893,0.0076622,0.12583,-0.64898,0.075975,0.0019258,0.10643,-0.16933,0.050825,1,0.47931,21,0.49181,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.9846,0.0013988,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.1547e-05,0.00036321,0,4.2181e-05,-0.032972,0.1577,-0.30255,0.069025,0.0084946,0.12778,-0.65923,0.077124,0.0020379,0.10518,-0.16748,0.050891,1,0.49583,21,0.50833,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.98503,0.0013573,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.2486e-05,0.00038059,0,4.3733e-05,-0.034057,0.16472,-0.33764,0.071161,0.0095337,0.13158,-0.66449,0.077956,0.0020452,0.10445,-0.16573,0.050883,1,0.51236,21,0.52486,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99841,1,0.98547,0.0013146,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.3495e-05,0.00042445,0,4.7377e-05,-0.035254,0.17005,-0.35901,0.072837,0.010769,0.1405,-0.65949,0.078043,0.0019205,0.107,-0.16388,0.050823,1,0.52889,21,0.54139,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98591,0.0012712,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.4543e-05,0.00048248,0,5.2143e-05,-0.036513,0.17449,-0.37305,0.074266,0.012109,0.15214,-0.649,0.07773,0.0017252,0.11131,-0.16198,0.050734,1,0.54542,21,0.55792,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98632,0.0012316,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.5831e-05,0.00055543,0,5.8317e-05,-0.037711,0.17923,-0.36595,0.074905,0.013502,0.16807,-0.63052,0.07682,0.0011904,0.11495,-0.16118,0.050971,1,0.56194,21,0.57444,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98672,0.0011929,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.7174e-05,0.00063173,0,6.4807e-05,-0.038896,0.18404,-0.35411,0.075365,0.014906,0.18496,-0.61025,0.075776,0.00057935,0.11843,-0.16062,0.051281,1,0.57847,21,0.59097,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98706,0.0011606,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.8504e-05,0.00071443,0,7.2143e-05,-0.039581,0.19039,-0.31745,0.074962,0.016145,0.20075,-0.59159,0.07484,-0.00064695,0.11686,-0.17608,0.052824,1,0.595,21,0.6075,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98738,0.0011293,303.21,303.21,303.21,5.8254e-05,0,0,0,0,4.9839e-05,0.00079391,0,7.9192e-05,-0.040125,0.19659,-0.28147,0.07442,0.017329,0.21593,-0.57372,0.073954,-0.0019173,0.1145,-0.19667,0.054554,1,0.61153,21,0.62403,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98765,0.0011032,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.1206e-05,0.00085408,0,8.4494e-05,-0.039913,0.20169,-0.25196,0.073167,0.018208,0.22772,-0.56023,0.073353,-0.0033774,0.10816,-0.24522,0.057238,1,0.62806,21,0.64056,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98786,0.0010829,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.22e-05,0.00090096,0,8.8599e-05,-0.03948,0.20455,-0.22922,0.071998,0.018962,0.23909,-0.54676,0.072775,-0.0046823,0.10485,-0.29075,0.059813,1,0.64458,21,0.65708,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98794,0.0010751,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.2374e-05,0.00091863,0,9.0078e-05,-0.038563,0.20247,-0.22133,0.071014,0.019441,0.24952,-0.53335,0.072249,-0.0056463,0.10818,-0.32965,0.062147,1,0.66111,21,0.67361,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98791,0.0010785,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.2462e-05,0.00092051,0,9.0143e-05,-0.037602,0.20384,-0.21398,0.071064,0.019787,0.25929,-0.51899,0.071738,-0.0063625,0.11149,-0.35819,0.063848,1,0.67764,21,0.69014,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98776,0.0010939,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.2459e-05,0.00090516,0,8.8666e-05,-0.036592,0.20897,-0.20723,0.072242,0.019987,0.26836,-0.50358,0.071242,-0.0068086,0.11477,-0.37543,0.064859,1,0.69417,21,0.70667,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99844,1,0.98752,0.001118,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.3565e-05,0.00087665,0,8.6134e-05,-0.035977,0.27761,-0.21212,0.075435,0.020129,0.27423,-0.49177,0.070958,-0.0072211,0.11534,-0.37788,0.06502,1,0.71069,21,0.72319,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98723,0.0011467,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.5284e-05,0.00084087,0,8.3018e-05,-0.035579,0.38137,-0.22344,0.079742,0.020239,0.27834,-0.48195,0.070792,-0.0076152,0.1144,-0.37214,0.06471,1,0.72722,21,0.73972,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98689,0.0011796,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.7013e-05,0.00080733,0,7.9983e-05,-0.035743,0.48626,-0.2317,0.085849,0.020383,0.27979,-0.48187,0.071223,-0.0077657,0.11563,-0.351,0.063745,1,0.74375,21,0.75625,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.98655,0.0012135,303.21,303.21,303.21,5.8254e-05,0,0,0,0,5.8744e-05,0.00077433,0,7.6966e-05,-0.036039,0.59142,-0.23924,0.09238,0.020535,0.28062,-0.48407,0.071795,-0.0078588,0.11737,-0.32623,0.062626,1,0.76028,21,0.77278,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98615,0.0012521,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.2972e-05,0.00074721,0,7.7692e-05,-0.035405,0.68414,-0.23474,0.09888,0.020247,0.2821,-0.49482,0.073039,-0.007364,0.11872,-0.28222,0.061028,1,0.77681,21,0.78931,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98576,0.0012905,303.21,303.21,303.21,5.8254e-05,0,0,0,0,6.7335e-05,0.00072041,0,7.8959e-05,-0.03443,0.7743,-0.22958,0.10553,0.019765,0.28394,-0.50588,0.074342,-0.0068358,0.12093,-0.23697,0.059477,1,0.79333,21,0.80583,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98538,0.0013275,303.21,303.21,303.21,5.8254e-05,0,0,0,0,7.2136e-05,0.00069471,0,8.2944e-05,-0.031506,0.85072,-0.22225,0.11307,0.01817,0.28782,-0.5176,0.075898,-0.0061973,0.1285,-0.18716,0.058293,1,0.80986,21,0.82236,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98503,0.0013611,303.21,303.21,303.21,5.8254e-05,0,0,0,0,7.6713e-05,0.00067128,0,8.6837e-05,-0.028007,0.91989,-0.21721,0.12041,0.016197,0.29266,-0.52796,0.077687,-0.0054332,0.13655,-0.15182,0.057867,1,0.82639,21,0.83889,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98477,0.0013869,303.21,303.21,303.21,5.8254e-05,0,0,0,0,8.0785e-05,0.00065301,0,9.0522e-05,-0.023199,0.97261,-0.21737,0.12725,0.013365,0.2997,-0.53523,0.080007,-0.0043837,0.14569,-0.14936,0.059161,1,0.84292,21,0.85542,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98462,0.0014014,303.21,303.21,303.21,5.8254e-05,0,0,0,0,8.5372e-05,0.00064108,0,9.1485e-05,-0.017087,1.011,-0.22614,0.13196,0.010309,0.30442,-0.53805,0.082756,-0.0032297,0.23988,-0.15272,0.06533,1,0.85944,21,0.87194,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98461,0.0014031,303.21,303.21,303.21,5.8254e-05,0,0,0,0,9.0537e-05,0.00063626,0,8.9391e-05,-0.0095079,1.0332,-0.24458,0.13426,0.0070011,0.30654,-0.53586,0.085987,-0.0019581,0.42957,-0.16261,0.076976,1,0.87597,21,0.88847,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99842,1,0.98476,0.0013895,303.21,303.21,303.21,5.8254e-05,0,0,0,0,0.00010034,0.00063988,0,8.9735e-05,0.0020941,1.0362,-0.24221,0.13499,0.0039084,0.30658,-0.52568,0.08826,-0.0015749,0.49481,-0.19262,0.08438,1,0.8925,21,0.905,1.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99843,1,0.985,0.001367,303.21,303.21,303.21,5.8254e-05,0,0,0,0,0.00011278,0.00064833,0,9.1473e-05,0.015995,1.0282,-0.22795,0.13482,0.00093846,0.30545,-0.51094,0.089988,-0.0016993,0.48896,-0.23411,0.08936,1,0.90903,21,0.92153,1.5
