x/H y/H N U/Uc V/Uc W/Uc
5.00E+00 2.48E+00 306 8.03E-01 -2.54E-02 -2.14E-02
5.00E+00 2.51E+00 264 7.99E-01 -2.23E-02 -1.72E-02
5.00E+00 2.53E+00 272 7.89E-01 -1.98E-02 -2.05E-02
5.00E+00 2.56E+00 270 7.86E-01 -1.12E-02 -1.07E-02
5.00E+00 2.58E+00 280 7.63E-01 -2.93E-02 -1.70E-02
5.00E+00 2.60E+00 283 7.54E-01 -1.77E-02 -2.03E-02
5.00E+00 2.63E+00 280 7.60E-01 -1.54E-02 -1.86E-02
5.00E+00 2.65E+00 267 7.44E-01 -1.08E-02 -1.65E-02
5.00E+00 2.68E+00 261 7.36E-01 -1.50E-02 -2.13E-02
5.00E+00 2.70E+00 259 7.28E-01 -6.71E-03 -1.12E-02
5.00E+00 2.73E+00 256 6.92E-01 -1.43E-02 -1.40E-02
5.00E+00 2.75E+00 266 6.96E-01 -6.33E-03 -7.55E-03
5.00E+00 2.78E+00 275 6.68E-01 -1.21E-02 -1.31E-02
5.00E+00 2.80E+00 297 6.62E-01 -9.39E-03 -1.56E-02
5.00E+00 2.82E+00 289 6.31E-01 -4.57E-03 -2.10E-02
5.00E+00 2.85E+00 278 6.16E-01 -4.81E-03 -1.54E-02
5.00E+00 2.87E+00 268 5.77E-01 -4.95E-03 -2.34E-02
5.00E+00 2.90E+00 261 5.10E-01 -6.40E-03 -1.96E-02
5.00E+00 2.92E+00 279 4.36E-01 -1.06E-03 -9.53E-03
5.00E+00 2.95E+00 297 2.91E-01 -4.00E-03 -1.42E-02
5.00E+00 2.96E+00 83 9.22E-02 1.15E-02 -9.59E-03

x/H y/H N U/Uc V/Uc W/Uc
6.02E+00 2.10E-02 51 1.42E-03 -1.67E-03 -2.82E-02
6.02E+00 3.59E-02 267 -8.25E-05 -1.24E-03 -2.47E-02
6.02E+00 6.14E-02 283 -7.72E-03 7.42E-04 -3.00E-02
6.02E+00 8.52E-02 242 2.47E-03 -6.10E-03 -2.62E-02
6.02E+00 1.11E-01 259 1.71E-02 -1.29E-02 -6.62E-03
6.02E+00 1.35E-01 250 2.39E-02 4.22E-04 -2.69E-02
6.02E+00 1.59E-01 238 3.61E-02 -1.12E-02 -9.99E-03
6.02E+00 1.83E-01 249 4.07E-02 -1.98E-02 -2.19E-02
6.02E+00 2.08E-01 275 6.58E-02 -2.37E-02 -3.30E-02
6.02E+00 2.32E-01 289 6.21E-02 -1.46E-02 -2.86E-02
6.02E+00 2.56E-01 245 6.48E-02 -8.01E-03 -1.82E-02
6.02E+00 2.82E-01 249 7.22E-02 -2.68E-02 -1.86E-02
6.02E+00 3.06E-01 247 1.00E-01 -3.32E-02 -3.01E-02
6.02E+00 3.30E-01 255 1.06E-01 -4.68E-02 -1.85E-02
6.02E+00 3.55E-01 230 1.33E-01 -2.37E-02 -2.05E-02
6.02E+00 3.78E-01 284 1.31E-01 -3.19E-02 -9.38E-03
6.02E+00 4.03E-01 262 1.43E-01 -3.74E-02 -5.75E-03
6.02E+00 4.28E-01 266 1.63E-01 -3.75E-02 -2.24E-02
6.02E+00 4.53E-01 293 1.67E-01 -4.24E-02 -1.77E-02
6.02E+00 4.77E-01 285 1.87E-01 -3.13E-02 -5.06E-03
6.02E+00 5.02E-01 288 1.93E-01 -3.19E-02 -1.34E-02
6.02E+00 5.25E-01 254 2.13E-01 -4.16E-02 -1.72E-02
6.02E+00 5.51E-01 289 2.19E-01 -3.11E-02 -1.95E-02
6.02E+00 5.75E-01 326 2.48E-01 -4.21E-02 -5.05E-03
6.02E+00 5.98E-01 306 2.58E-01 -3.12E-02 9.20E-04
6.02E+00 6.23E-01 331 2.82E-01 -3.57E-02 -1.25E-02
6.02E+00 6.48E-01 318 2.98E-01 -5.36E-02 -1.71E-02
6.02E+00 6.73E-01 311 3.22E-01 -5.41E-02 -1.35E-02
6.02E+00 6.97E-01 284 3.49E-01 -7.21E-02 -7.27E-03
6.02E+00 7.21E-01 314 3.49E-01 -5.26E-02 6.11E-03
6.02E+00 7.46E-01 345 3.84E-01 -5.93E-02 -1.90E-02
6.02E+00 7.70E-01 348 3.78E-01 -6.06E-02 -1.42E-02
6.02E+00 7.95E-01 327 4.06E-01 -6.40E-02 -3.10E-02
6.02E+00 8.19E-01 365 4.34E-01 -5.26E-02 -1.05E-02
6.02E+00 8.43E-01 368 4.34E-01 -5.49E-02 -1.44E-02
6.02E+00 8.68E-01 369 4.56E-01 -6.03E-02 -1.61E-02
6.02E+00 8.93E-01 340 4.81E-01 -6.51E-02 -1.82E-02
6.02E+00 9.17E-01 391 5.10E-01 -6.74E-02 -1.80E-02
6.02E+00 9.41E-01 465 5.23E-01 -6.31E-02 -2.67E-03
6.02E+00 9.66E-01 433 5.36E-01 -5.94E-02 -1.64E-02
6.02E+00 9.90E-01 413 5.69E-01 -5.92E-02 -4.63E-03
6.02E+00 1.02E+00 425 5.76E-01 -5.73E-02 -1.77E-02
6.02E+00 1.04E+00 507 6.02E-01 -5.75E-02 -5.90E-03
6.02E+00 1.06E+00 471 6.20E-01 -6.13E-02 -4.52E-03
6.02E+00 1.09E+00 501 6.36E-01 -5.77E-02 -9.95E-03
6.02E+00 1.11E+00 516 6.47E-01 -5.95E-02 -1.37E-02
6.02E+00 1.14E+00 545 6.71E-01 -6.08E-02 -1.23E-03
6.02E+00 1.16E+00 621 6.82E-01 -5.62E-02 -4.37E-03
6.02E+00 1.19E+00 580 7.04E-01 -5.87E-02 -4.16E-03
6.02E+00 1.21E+00 619 7.18E-01 -5.94E-02 -8.99E-03
6.02E+00 1.23E+00 649 7.38E-01 -5.61E-02 -7.07E-03
6.02E+00 1.26E+00 651 7.48E-01 -6.53E-02 -1.02E-02
6.02E+00 1.28E+00 730 7.56E-01 -5.49E-02 -1.51E-02
6.02E+00 1.31E+00 713 7.78E-01 -5.66E-02 -1.75E-02
6.02E+00 1.33E+00 759 7.82E-01 -5.46E-02 -1.90E-02
6.02E+00 1.36E+00 770 7.92E-01 -5.34E-02 -1.28E-02
6.02E+00 1.38E+00 808 8.04E-01 -5.18E-02 -1.36E-02
6.02E+00 1.41E+00 896 8.07E-01 -5.12E-02 -1.21E-02
6.02E+00 1.43E+00 870 8.28E-01 -5.01E-02 -1.52E-02
6.02E+00 1.46E+00 893 8.28E-01 -4.68E-02 -1.56E-02
6.02E+00 1.48E+00 884 8.36E-01 -4.74E-02 -1.58E-02
6.02E+00 1.50E+00 921 8.43E-01 -4.61E-02 -1.69E-02
6.02E+00 1.53E+00 861 8.46E-01 -4.84E-02 -1.59E-02
6.02E+00 1.55E+00 900 8.52E-01 -4.69E-02 -1.57E-02
6.02E+00 1.58E+00 977 8.57E-01 -4.16E-02 -1.73E-02
6.02E+00 1.60E+00 934 8.65E-01 -4.52E-02 -1.64E-02
6.02E+00 1.63E+00 974 8.63E-01 -4.40E-02 -1.66E-02
6.02E+00 1.65E+00 929 8.70E-01 -4.15E-02 -1.62E-02
6.02E+00 1.67E+00 939 8.75E-01 -4.11E-02 -1.97E-02
6.02E+00 1.70E+00 1041 8.78E-01 -4.35E-02 -1.68E-02
6.02E+00 1.72E+00 1003 8.81E-01 -4.04E-02 -1.69E-02
6.02E+00 1.75E+00 976 8.82E-01 -4.02E-02 -1.70E-02
6.02E+00 1.77E+00 988 8.81E-01 -3.94E-02 -1.81E-02
6.02E+00 1.80E+00 963 8.83E-01 -4.09E-02 -1.81E-02
6.02E+00 1.82E+00 945 8.83E-01 -3.62E-02 -1.93E-02
6.02E+00 1.85E+00 967 8.82E-01 -3.84E-02 -1.66E-02
6.02E+00 1.87E+00 944 8.82E-01 -3.83E-02 -1.75E-02
6.02E+00 1.89E+00 941 8.82E-01 -3.54E-02 -1.92E-02
6.02E+00 1.92E+00 919 8.78E-01 -3.61E-02 -1.78E-02
6.02E+00 1.94E+00 890 8.77E-01 -3.49E-02 -1.57E-02
6.02E+00 1.97E+00 948 8.79E-01 -3.46E-02 -1.93E-02
6.02E+00 1.99E+00 870 8.77E-01 -3.42E-02 -1.82E-02
6.02E+00 2.02E+00 967 8.71E-01 -3.09E-02 -1.77E-02
6.02E+00 2.04E+00 820 8.64E-01 -3.59E-02 -1.73E-02
6.02E+00 2.07E+00 890 8.67E-01 -2.97E-02 -1.61E-02
6.02E+00 2.09E+00 812 8.62E-01 -3.00E-02 -2.03E-02
6.02E+00 2.12E+00 786 8.58E-01 -3.11E-02 -1.87E-02
6.02E+00 2.14E+00 732 8.50E-01 -2.87E-02 -1.77E-02
6.02E+00 2.16E+00 703 8.45E-01 -3.05E-02 -2.01E-02
6.02E+00 2.19E+00 664 8.43E-01 -2.86E-02 -1.83E-02
6.02E+00 2.21E+00 649 8.37E-01 -2.76E-02 -1.88E-02
6.02E+00 2.24E+00 611 8.33E-01 -2.77E-02 -1.90E-02
6.02E+00 2.26E+00 634 8.24E-01 -2.67E-02 -1.51E-02
6.02E+00 2.29E+00 584 8.14E-01 -2.57E-02 -1.72E-02
6.02E+00 2.31E+00 541 8.13E-01 -2.42E-02 -2.30E-02
6.02E+00 2.33E+00 534 8.09E-01 -2.41E-02 -1.78E-02
6.02E+00 2.36E+00 555 8.03E-01 -2.33E-02 -2.36E-02
6.02E+00 2.38E+00 536 7.96E-01 -2.17E-02 -1.98E-02
6.02E+00 2.41E+00 492 7.86E-01 -1.66E-02 -1.36E-02
6.02E+00 2.43E+00 478 7.82E-01 -1.98E-02 -1.57E-02
6.02E+00 2.46E+00 527 7.71E-01 -2.04E-02 -1.99E-02
6.02E+00 2.48E+00 507 7.58E-01 -2.18E-02 -1.71E-02
6.02E+00 2.51E+00 499 7.41E-01 -2.39E-02 -1.89E-02
6.02E+00 2.53E+00 538 7.45E-01 -1.47E-02 -2.20E-02
6.02E+00 2.56E+00 517 7.36E-01 -1.41E-02 -1.66E-02
6.02E+00 2.58E+00 535 7.17E-01 -1.79E-02 -1.81E-02
6.02E+00 2.60E+00 539 7.19E-01 -1.42E-02 -2.44E-02
6.02E+00 2.63E+00 546 7.06E-01 -1.48E-02 -1.88E-02
6.02E+00 2.65E+00 533 6.82E-01 -1.59E-02 -1.78E-02
6.02E+00 2.68E+00 539 6.72E-01 -1.16E-02 -1.98E-02
6.02E+00 2.70E+00 571 6.59E-01 -1.00E-02 -1.80E-02
6.02E+00 2.73E+00 566 6.50E-01 -8.28E-03 -2.01E-02
6.02E+00 2.75E+00 619 6.43E-01 2.18E-03 -1.58E-02
6.02E+00 2.77E+00 569 6.23E-01 -6.94E-03 -9.50E-03
6.02E+00 2.80E+00 638 5.93E-01 -7.31E-03 -2.15E-02
6.02E+00 2.82E+00 632 5.74E-01 -2.81E-03 -1.19E-02
6.02E+00 2.85E+00 620 5.53E-01 -4.73E-03 -1.78E-02
6.02E+00 2.87E+00 622 5.12E-01 -6.30E-03 -7.11E-03
6.02E+00 2.90E+00 620 4.78E-01 1.04E-03 -1.58E-02
6.02E+00 2.92E+00 598 4.07E-01 5.62E-05 -1.91E-02
6.02E+00 2.95E+00 648 2.59E-01 9.66E-04 -1.26E-02
6.02E+00 2.96E+00 233 1.39E-01 -8.26E-04 -4.75E-03

x/H y/H N U/Uc V/Uc W/Uc
7.00E+00 2.14E-02 44 9.83E-03 -1.32E-03 -2.78E-03
7.00E+00 3.72E-02 316 2.50E-02 -3.40E-03 -4.05E-03
7.00E+00 6.05E-02 302 5.99E-02 -5.61E-03 -3.88E-03
7.00E+00 8.63E-02 297 7.87E-02 -1.34E-02 -3.71E-03
7.00E+00 1.10E-01 345 9.13E-02 -7.57E-03 -9.72E-03
7.00E+00 1.35E-01 347 9.87E-02 -1.18E-03 -2.03E-02
7.00E+00 1.59E-01 372 1.22E-01 -9.59E-03 -7.92E-03
7.00E+00 1.83E-01 378 1.16E-01 -5.73E-03 -5.68E-05
7.00E+00 2.08E-01 409 1.00E-01 -1.12E-02 -1.66E-02
7.00E+00 2.32E-01 422 1.19E-01 -1.24E-02 -2.30E-02
7.00E+00 2.57E-01 442 1.41E-01 -1.12E-02 -2.30E-02
7.00E+00 2.82E-01 428 1.54E-01 -1.98E-02 -1.93E-02
7.00E+00 3.06E-01 431 1.69E-01 -1.68E-02 -1.37E-02
7.00E+00 3.30E-01 400 1.77E-01 -2.60E-02 -1.66E-02
7.00E+00 3.55E-01 417 1.82E-01 -2.00E-02 -2.90E-02
7.00E+00 3.79E-01 432 1.93E-01 -2.12E-02 -2.40E-02
7.00E+00 4.03E-01 433 2.00E-01 -2.17E-02 -1.76E-02
7.00E+00 4.28E-01 496 2.19E-01 -2.91E-02 -9.77E-03
7.00E+00 4.52E-01 463 2.47E-01 -4.09E-02 -1.80E-02
7.00E+00 4.76E-01 452 2.43E-01 -4.14E-02 -2.76E-02
7.00E+00 5.01E-01 432 2.64E-01 -5.75E-02 -1.83E-02
7.00E+00 5.26E-01 459 2.55E-01 -2.75E-02 -1.78E-03
7.00E+00 5.50E-01 474 2.75E-01 -4.14E-02 -2.61E-02
7.00E+00 5.75E-01 491 2.91E-01 -3.95E-02 -1.99E-02
7.00E+00 5.99E-01 454 3.23E-01 -4.25E-02 -2.28E-02
7.00E+00 6.23E-01 484 3.24E-01 -4.39E-02 -8.51E-03
7.00E+00 6.48E-01 504 3.29E-01 -4.61E-02 -1.93E-02
7.00E+00 6.72E-01 437 3.45E-01 -4.74E-02 -1.74E-02
7.00E+00 6.97E-01 523 3.56E-01 -3.17E-02 -1.55E-02
7.00E+00 7.21E-01 483 3.76E-01 -4.93E-02 -1.89E-02
7.00E+00 7.46E-01 492 4.02E-01 -4.60E-02 -1.44E-02
7.00E+00 7.70E-01 582 4.11E-01 -4.28E-02 -1.10E-02
7.00E+00 7.95E-01 500 4.34E-01 -4.34E-02 -1.56E-03
7.00E+00 8.19E-01 574 4.47E-01 -4.45E-02 -1.19E-02
7.00E+00 8.43E-01 572 4.53E-01 -3.84E-02 -4.78E-03
7.00E+00 8.68E-01 575 4.81E-01 -4.11E-02 -1.14E-02
7.00E+00 8.93E-01 607 4.82E-01 -4.85E-02 -9.13E-03
7.00E+00 9.17E-01 634 5.07E-01 -4.20E-02 -4.64E-03
7.00E+00 9.41E-01 611 5.45E-01 -5.20E-02 -1.63E-02
7.00E+00 9.66E-01 606 5.45E-01 -4.14E-02 -1.36E-02
7.00E+00 9.90E-01 604 5.70E-01 -5.22E-02 -2.37E-02
7.00E+00 1.01E+00 695 5.84E-01 -5.64E-02 -1.97E-02
7.00E+00 1.04E+00 685 6.06E-01 -5.41E-02 -1.54E-02
7.00E+00 1.06E+00 715 6.25E-01 -5.55E-02 -1.35E-02
7.00E+00 1.09E+00 758 6.33E-01 -5.18E-02 -2.00E-02
7.00E+00 1.11E+00 761 6.52E-01 -5.01E-02 -1.21E-02
7.00E+00 1.14E+00 819 6.70E-01 -5.39E-02 -1.30E-02
7.00E+00 1.16E+00 856 6.81E-01 -5.29E-02 -9.11E-03
7.00E+00 1.19E+00 857 6.94E-01 -4.54E-02 -1.90E-02
7.00E+00 1.21E+00 818 7.10E-01 -5.05E-02 -1.12E-02
7.00E+00 1.23E+00 819 7.23E-01 -4.22E-02 -1.03E-02
7.00E+00 1.26E+00 927 7.28E-01 -4.55E-02 -1.38E-02
7.00E+00 1.28E+00 942 7.51E-01 -4.85E-02 -1.84E-02
7.00E+00 1.31E+00 936 7.59E-01 -4.55E-02 -1.55E-02
7.00E+00 1.33E+00 925 7.67E-01 -4.35E-02 -2.06E-02
7.00E+00 1.36E+00 1064 7.81E-01 -4.59E-02 -1.72E-02
7.00E+00 1.38E+00 977 7.92E-01 -5.00E-02 -1.70E-02
7.00E+00 1.41E+00 1055 7.97E-01 -4.11E-02 -1.53E-02
7.00E+00 1.43E+00 1074 8.06E-01 -4.50E-02 -1.57E-02
7.00E+00 1.45E+00 1018 8.12E-01 -4.49E-02 -1.40E-02
7.00E+00 1.48E+00 1048 8.21E-01 -3.89E-02 -1.43E-02
7.00E+00 1.50E+00 1155 8.28E-01 -4.05E-02 -1.48E-02
7.00E+00 1.53E+00 1126 8.34E-01 -4.09E-02 -1.76E-02
7.00E+00 1.55E+00 1146 8.38E-01 -4.08E-02 -1.47E-02
7.00E+00 1.58E+00 1142 8.40E-01 -3.95E-02 -1.72E-02
7.00E+00 1.60E+00 1189 8.44E-01 -3.96E-02 -1.67E-02
7.00E+00 1.63E+00 1148 8.49E-01 -3.68E-02 -1.54E-02
7.00E+00 1.65E+00 1176 8.52E-01 -4.01E-02 -1.99E-02
7.00E+00 1.67E+00 1231 8.54E-01 -3.81E-02 -1.76E-02
7.00E+00 1.70E+00 1226 8.57E-01 -3.77E-02 -1.73E-02
7.00E+00 1.72E+00 1161 8.57E-01 -3.58E-02 -1.95E-02
7.00E+00 1.75E+00 1227 8.61E-01 -3.54E-02 -1.98E-02
7.00E+00 1.77E+00 1238 8.62E-01 -3.51E-02 -1.99E-02
7.00E+00 1.80E+00 1224 8.61E-01 -3.39E-02 -1.96E-02
7.00E+00 1.82E+00 1224 8.58E-01 -3.19E-02 -1.70E-02
7.00E+00 1.85E+00 1240 8.61E-01 -3.35E-02 -1.81E-02
7.00E+00 1.87E+00 1252 8.59E-01 -3.05E-02 -1.71E-02
7.00E+00 1.90E+00 1194 8.54E-01 -2.86E-02 -1.59E-02
7.00E+00 1.92E+00 1169 8.55E-01 -3.06E-02 -1.82E-02
7.00E+00 1.94E+00 1215 8.51E-01 -3.19E-02 -1.68E-02
7.00E+00 1.97E+00 1177 8.50E-01 -2.87E-02 -1.87E-02
7.00E+00 1.99E+00 1266 8.46E-01 -2.85E-02 -1.78E-02
7.00E+00 2.02E+00 1253 8.43E-01 -2.80E-02 -1.75E-02
7.00E+00 2.04E+00 1167 8.42E-01 -2.82E-02 -1.79E-02
7.00E+00 2.07E+00 1177 8.32E-01 -2.60E-02 -1.69E-02
7.00E+00 2.09E+00 1139 8.31E-01 -2.64E-02 -1.75E-02
7.00E+00 2.12E+00 1161 8.26E-01 -2.84E-02 -1.73E-02
7.00E+00 2.14E+00 1079 8.17E-01 -2.64E-02 -2.01E-02
7.00E+00 2.16E+00 1127 8.15E-01 -2.60E-02 -1.90E-02
7.00E+00 2.19E+00 1219 8.12E-01 -2.23E-02 -1.55E-02
7.00E+00 2.21E+00 1120 8.07E-01 -2.14E-02 -1.79E-02
7.00E+00 2.24E+00 1150 8.00E-01 -2.29E-02 -1.95E-02
7.00E+00 2.26E+00 1129 7.94E-01 -2.09E-02 -1.61E-02
7.00E+00 2.29E+00 1125 7.85E-01 -2.12E-02 -1.75E-02
7.00E+00 2.31E+00 1073 7.80E-01 -2.00E-02 -1.60E-02
7.00E+00 2.33E+00 1071 7.77E-01 -1.92E-02 -1.96E-02
7.00E+00 2.36E+00 1089 7.69E-01 -2.14E-02 -1.80E-02
7.00E+00 2.38E+00 957 7.57E-01 -1.95E-02 -1.90E-02
7.00E+00 2.41E+00 977 7.51E-01 -1.74E-02 -1.68E-02
7.00E+00 2.43E+00 954 7.48E-01 -1.45E-02 -1.82E-02
7.00E+00 2.46E+00 919 7.32E-01 -2.01E-02 -1.76E-02
7.00E+00 2.48E+00 989 7.26E-01 -1.68E-02 -1.89E-02
7.00E+00 2.51E+00 905 7.23E-01 -1.50E-02 -2.19E-02
7.00E+00 2.53E+00 818 7.13E-01 -1.27E-02 -1.83E-02
7.00E+00 2.56E+00 836 7.04E-01 -1.04E-02 -1.90E-02
7.00E+00 2.58E+00 797 6.98E-01 -1.19E-02 -1.76E-02
7.00E+00 2.60E+00 777 6.80E-01 -1.31E-02 -1.55E-02
7.00E+00 2.63E+00 803 6.68E-01 -1.49E-02 -1.78E-02
7.00E+00 2.65E+00 747 6.51E-01 -1.03E-02 -1.47E-02
7.00E+00 2.68E+00 741 6.40E-01 -9.01E-03 -1.22E-02
7.00E+00 2.70E+00 699 6.35E-01 -5.20E-03 -1.26E-02
7.00E+00 2.73E+00 650 6.14E-01 -9.47E-03 -1.34E-02
7.00E+00 2.75E+00 623 5.98E-01 -7.51E-03 -1.83E-02
7.00E+00 2.77E+00 561 5.86E-01 -5.93E-03 -2.13E-02
7.00E+00 2.80E+00 570 5.71E-01 -4.04E-03 -1.81E-02
7.00E+00 2.82E+00 587 5.46E-01 -3.90E-03 -1.86E-02
7.00E+00 2.85E+00 602 5.31E-01 6.85E-04 -1.47E-02
7.00E+00 2.87E+00 603 4.99E-01 -2.21E-03 -1.63E-02
7.00E+00 2.90E+00 570 4.50E-01 -4.03E-03 -1.80E-02
7.00E+00 2.92E+00 548 3.87E-01 -6.52E-04 -2.22E-02
7.00E+00 2.95E+00 549 2.63E-01 8.88E-05 -1.13E-02
7.00E+00 2.96E+00 219 1.02E-01 -7.40E-04 -4.29E-04

x/H y/H N U/Uc V/Uc W/Uc
8.02E+00 2.12E-02 36 2.41E-02 -9.92E-04 -1.76E-02
8.02E+00 3.78E-02 245 6.91E-02 7.72E-04 -4.88E-03
8.02E+00 5.96E-02 274 1.25E-01 -5.58E-04 3.74E-03
8.02E+00 8.55E-02 263 1.32E-01 -1.74E-03 -2.67E-02
8.02E+00 1.10E-01 268 1.74E-01 -7.17E-03 -1.90E-02
8.02E+00 1.34E-01 284 1.67E-01 -9.91E-03 -2.30E-02
8.02E+00 1.59E-01 267 1.73E-01 -1.13E-02 -3.05E-02
8.02E+00 1.84E-01 279 1.87E-01 -8.92E-03 -4.63E-02
8.02E+00 2.08E-01 297 1.96E-01 -1.25E-02 -2.64E-02
8.02E+00 2.32E-01 261 1.87E-01 -6.58E-03 -3.46E-02
8.02E+00 2.58E-01 263 2.05E-01 -8.81E-03 -2.55E-02
8.02E+00 2.81E-01 319 2.04E-01 -2.52E-03 -1.35E-02
8.02E+00 3.05E-01 279 2.34E-01 -2.49E-02 -2.73E-02
8.02E+00 3.30E-01 302 2.24E-01 -2.59E-02 -2.02E-02
8.02E+00 3.54E-01 287 2.52E-01 -2.58E-02 -2.67E-02
8.02E+00 3.79E-01 275 2.46E-01 -2.29E-02 -2.44E-02
8.02E+00 4.04E-01 292 2.68E-01 -1.46E-02 -1.80E-02
8.02E+00 4.28E-01 282 2.79E-01 -2.51E-02 -1.97E-02
8.02E+00 4.52E-01 294 2.81E-01 -3.51E-02 -2.68E-02
8.02E+00 4.76E-01 276 3.18E-01 -4.89E-02 -2.69E-02
8.02E+00 5.01E-01 288 2.99E-01 -2.85E-02 -2.53E-02
8.02E+00 5.25E-01 282 3.25E-01 -3.28E-02 -1.28E-02
8.02E+00 5.50E-01 273 3.14E-01 -3.19E-02 -2.01E-02
8.02E+00 5.74E-01 295 3.36E-01 -3.29E-02 -2.85E-02
8.02E+00 5.99E-01 269 3.68E-01 -3.60E-02 -2.47E-02
8.02E+00 6.23E-01 294 3.50E-01 -2.96E-02 -6.06E-03
8.02E+00 6.48E-01 291 3.88E-01 -4.90E-02 7.60E-03
8.02E+00 6.72E-01 270 3.94E-01 -4.12E-02 -1.39E-02
8.02E+00 6.98E-01 292 4.04E-01 -4.15E-02 -1.44E-02
8.02E+00 7.21E-01 305 4.24E-01 -4.39E-02 -1.42E-02
8.02E+00 7.45E-01 324 4.31E-01 -3.89E-02 -1.81E-02
8.02E+00 7.69E-01 269 4.36E-01 -3.03E-02 -2.89E-02
8.02E+00 7.95E-01 331 4.45E-01 -3.53E-02 -1.76E-02
8.02E+00 8.20E-01 342 4.50E-01 -4.54E-02 -1.06E-02
8.02E+00 8.43E-01 318 4.74E-01 -4.56E-02 -9.89E-03
8.02E+00 8.68E-01 284 5.08E-01 -3.88E-02 -1.79E-02
8.02E+00 8.93E-01 287 5.35E-01 -4.62E-02 -1.53E-02
8.02E+00 9.18E-01 338 5.31E-01 -4.29E-02 -1.88E-02
8.02E+00 9.41E-01 350 5.38E-01 -4.34E-02 -1.02E-02
8.02E+00 9.65E-01 330 5.43E-01 -3.71E-02 -2.30E-02
8.02E+00 9.90E-01 326 5.82E-01 -4.73E-02 -1.61E-02
8.02E+00 1.01E+00 317 5.93E-01 -4.90E-02 1.07E-03
8.02E+00 1.04E+00 359 5.96E-01 -3.48E-02 -1.77E-02
8.02E+00 1.06E+00 337 6.08E-01 -3.83E-02 -1.87E-02
8.02E+00 1.09E+00 369 6.18E-01 -4.14E-02 -1.45E-02
8.02E+00 1.11E+00 324 6.32E-01 -3.86E-02 -8.76E-03
8.02E+00 1.14E+00 374 6.57E-01 -5.31E-02 -1.78E-02
8.02E+00 1.16E+00 331 6.65E-01 -4.24E-02 -2.26E-02
8.02E+00 1.19E+00 389 6.79E-01 -4.25E-02 -1.64E-02
8.02E+00 1.21E+00 364 6.91E-01 -3.74E-02 -2.75E-02
8.02E+00 1.23E+00 373 7.08E-01 -4.44E-02 -1.46E-02
8.02E+00 1.26E+00 402 7.20E-01 -3.71E-02 -1.70E-02
8.02E+00 1.28E+00 397 7.26E-01 -3.68E-02 -2.50E-02
8.02E+00 1.31E+00 403 7.47E-01 -3.51E-02 -2.24E-02
8.02E+00 1.33E+00 417 7.50E-01 -3.75E-02 -1.30E-02
8.02E+00 1.36E+00 418 7.66E-01 -3.79E-02 -1.81E-02
8.02E+00 1.38E+00 438 7.75E-01 -4.08E-02 -1.57E-02
8.02E+00 1.41E+00 445 7.73E-01 -3.49E-02 -1.80E-02
8.02E+00 1.43E+00 456 7.88E-01 -4.21E-02 -1.53E-02
8.02E+00 1.46E+00 453 8.00E-01 -3.41E-02 -1.66E-02
8.02E+00 1.48E+00 387 8.04E-01 -3.83E-02 -1.98E-02
8.02E+00 1.50E+00 475 8.05E-01 -3.13E-02 -1.89E-02
8.02E+00 1.53E+00 435 8.12E-01 -3.35E-02 -1.62E-02
8.02E+00 1.55E+00 462 8.22E-01 -3.53E-02 -2.05E-02
8.02E+00 1.58E+00 482 8.21E-01 -2.89E-02 -1.66E-02
8.02E+00 1.60E+00 520 8.22E-01 -3.03E-02 -1.88E-02
8.02E+00 1.63E+00 498 8.30E-01 -3.08E-02 -1.43E-02
8.02E+00 1.65E+00 519 8.32E-01 -3.08E-02 -1.68E-02
8.02E+00 1.67E+00 490 8.35E-01 -2.81E-02 -1.47E-02
8.02E+00 1.70E+00 538 8.34E-01 -2.79E-02 -1.82E-02
8.02E+00 1.72E+00 507 8.33E-01 -2.48E-02 -2.24E-02
8.02E+00 1.75E+00 563 8.44E-01 -2.81E-02 -1.59E-02
8.02E+00 1.77E+00 553 8.35E-01 -2.51E-02 -1.65E-02
8.02E+00 1.80E+00 576 8.38E-01 -2.70E-02 -2.00E-02
8.02E+00 1.82E+00 544 8.40E-01 -2.38E-02 -2.03E-02
8.02E+00 1.85E+00 558 8.37E-01 -2.65E-02 -1.75E-02
8.02E+00 1.87E+00 549 8.33E-01 -2.24E-02 -1.91E-02
8.02E+00 1.89E+00 585 8.35E-01 -2.28E-02 -1.86E-02
8.02E+00 1.92E+00 570 8.33E-01 -2.15E-02 -1.66E-02
8.02E+00 1.94E+00 599 8.28E-01 -1.92E-02 -1.90E-02
8.02E+00 1.97E+00 630 8.19E-01 -2.59E-02 -1.82E-02
8.02E+00 1.99E+00 574 8.22E-01 -2.08E-02 -1.79E-02
8.02E+00 2.02E+00 614 8.12E-01 -2.31E-02 -1.47E-02
8.02E+00 2.04E+00 626 8.11E-01 -1.77E-02 -1.80E-02
8.02E+00 2.07E+00 601 8.08E-01 -1.89E-02 -1.63E-02
8.02E+00 2.09E+00 631 8.02E-01 -1.78E-02 -1.80E-02
8.02E+00 2.12E+00 626 7.94E-01 -2.02E-02 -1.75E-02
8.02E+00 2.14E+00 656 7.91E-01 -1.70E-02 -2.03E-02
8.02E+00 2.16E+00 608 7.85E-01 -1.91E-02 -1.81E-02
8.02E+00 2.19E+00 604 7.84E-01 -1.68E-02 -1.74E-02
